Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
9511,Kaifun,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.458611111111111,134.48749999999998",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9511
9057,Silaar,"",MALUKU,Kab. MALUKU TENGGARA,"","","-6.0088888888888885,132.45444444444442",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9057
9826,Warsin,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.486111111111112,134.48305555555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9826
9431,Goil Gaga,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.5505555555555555,134.22055555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9431
9359,Dadisarang Kwakwa,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.297777777777777,134.7436111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9359
9596,Langargwari Taitai,"",MALUKU,Kab. KEPULAUAN ARU,"","","-5.835277777777778,134.75697",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9596
429,BATUGOYANG,"",MALUKU,Kab. KEPULAUAN ARU,ARU SELATAN,"","-6.950277777777778,133.8061111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/429
9285,Tatumbu Surati,"",MALUKU,Kab. SERAM BAGIAN BARAT,"","","-3.0375,128.09083333333334",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9285
9671,Ngeyam Madamar Sinnani,"",MALUKU,Kab. KEPULAUAN ARU,"","","-6.2252777777777775,134.3838888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9671
9138,Labobar,"",MALUKU,Kab. MALUKU TENGGARA BARAT,"","","-7.226944444444444,131.38583333333332",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9138
9213,Gorom,"",MALUKU,Kab. SERAM BAGIAN TIMUR,"","","-4.006666666666667,131.4127777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/9213
