Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
14118,Keakereiati,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.747738611111111,135.80420305555558"
14444,Koiburi,"",PAPUA,Kab. SUPIORI,"",,"-0.7591666666666667,135.42388888888888"
14303,Rurbas Bedar,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.3069444444444445,136.21777777777777"
14515,Somresi,"",PAPUA,Kab. SUPIORI,"",,"-0.7389855555555555,135.4095488888889"
14064,Ambai,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.933888888888889,136.34694444444446"
14496,Pegun,"",PAPUA,Kab. SUPIORI,"",,"0.8240824999999999,134.3016263888889"
14225,Besifer Kior,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2509161111111111,136.31755916666665"
14314,Wamsoi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.294722222222222,136.67444444444445"
14456,Mamei,"",PAPUA,Kab. SUPIORI,"",,"-0.7531311111111111,135.4207233333333"
14022,Hariti,"",PAPUA,Kab. NABIRE,"",,"-3.0858333333333334,135.61944444444444"
14060,Airif Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9116666666666666,136.34305555555557"
14110,Kariori,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6888466666666666,135.5875386111111"
14447,Konwaf,"",PAPUA,Kab. SUPIORI,"",,"-0.7786291666666667,135.47940833333334"
14461,Manggabua Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.7808219444444445,135.4617925"
14445,Kondam Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8180555555555555,135.49138888888888"
14229,Bo Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.076111111111111,136.38777777777776"
14011,Ahe,"",PAPUA,Kab. NABIRE,"",,"-3.0890327777777777,135.56149166666668"
14406,Fandas,"",PAPUA,Kab. SUPIORI,"",,"-0.6357283333333333,135.44614555555555"
14395,Burua Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.7961111111111111,135.47027777777777"
14490,Fadudi Nu,"",PAPUA,Kab. SUPIORI,"",,"-0.8708333333333333,135.4425"
14526,Yerumi,"",PAPUA,Kab. SUPIORI,"",,"-0.8230555555555555,135.49694444444444"
14418,Ineki Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.8427777777777778,135.52555555555557"
14163,Sirankeribo,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.468888888888889,135.09947277777778"
14257,Karwar Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0066666666666666,134.9711111111111"
14421,Insari,"",PAPUA,Kab. SUPIORI,"",,"-0.7526827777777778,135.47389055555556"
14112,Karoupi Kecil,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4794444444444446,135.01833333333335"
14249,Kaduki,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1524999999999999,136.28222222222223"
14334,Kaycebo,"",PAPUA,Kab. SARMI,"",,"-2.236666666666667,139.5725"
14125,Kutuaf Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9080555555555554,136.38805555555555"
14048,Runggawor,"",PAPUA,Kab. NABIRE,"",,"-3.0527777777777776,134.86277777777778"
14081,Batupendeta,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7691666666666666,135.76583333333335"
14135,Manupampi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.7994444444444444,135.81"
14215,Arimi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0041666666666667,134.97611111111112"
14128,Maiwani,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4858333333333333,135.34111111111113"
14186,Wondeni,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9394444444444445,136.2927777777778"
14080,Batunukaifui,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9269444444444443,136.32722222222222"
14353,Fumirpits,"",PAPUA,Kab. ASMAT,"",,"-5.214866388888889,137.5214488888889"
14104,Kafiaf,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.896201388888889,136.31766472222222"
14322,Yeruboi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-0.7861111111111111,135.94305555555556"
339,BEPONDI,"",PAPUA,Kab. SUPIORI,SUPIORI UTARA,"	0° 24' 7,995"
14214,Aminbekar,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.146388888888889,135.98333333333332"
14106,Kamemborif,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9578352777777777,136.36154"
14019,Bumbui,"",PAPUA,Kab. NABIRE,"",,"-2.911388888888889,134.80416666666667"
14290,Pasi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2419444444444445,136.60611111111112"
14520,Suwoi,"",PAPUA,Kab. SUPIORI,"",,"-0.8077777777777778,135.52805555555557"
13992,Inji,"",PAPUA,Kab. JAYAPURA,"",,"-2.426944444444444,140.52583333333334"
14411,Farpyai,"",PAPUA,Kab. SUPIORI,"",,"-0.8452777777777778,135.50805555555556"
14360,Anggopi,"",PAPUA,Kab. SUPIORI,"",,"-0.6752777777777778,135.3802777777778"
14380,Bekarna Besafer Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.8566666666666667,135.6711111111111"
14220,Batumandi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2416666666666667,136.31722222222223"
14315,Warek Bondi Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2181611111111112,136.7010611111111"
14027,Kabuai,"",PAPUA,Kab. NABIRE,"",,"-2.5466666666666664,134.8838888888889"
14175,Urepi,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.885316111111111,136.33523"
14512,Senemi,"",PAPUA,Kab. SUPIORI,"",,"-0.7866575,135.5170088888889"
14357,Abum,"",PAPUA,Kab. SUPIORI,"",,"-0.8080555555555556,135.53055555555557"
14130,Mandui,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.5194444444444444,135.30222222222224"
14097,Harang Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.669281111111111,135.47248"
14488,Muri Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6488888888888888,135.52916666666667"
13982,Kolepom,"",PAPUA,Kab. MERAUKE,"",,"-7.895833333333333,138.36416666666665"
14114,Katora Nu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.4716666666666667,135.0125"
14038,Mora,"",PAPUA,Kab. NABIRE,"",,"-2.926944444444444,135.70472222222222"
14402,Epyar,"",PAPUA,Kab. SUPIORI,"",,"-0.7789958333333333,135.47836194444446"
14084,Bokakotu,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.6888888888888889,135.5836111111111"
14021,Deniaje,"",PAPUA,Kab. NABIRE,"",,"-2.971111111111111,134.84166666666667"
14213,Amawi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1513888888888888,136.28583333333333"
14309,Serpondi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1368194444444444,134.88053972222224"
14431,Insumnaki,"",PAPUA,Kab. SUPIORI,"",,"-0.8026927777777778,135.5283688888889"
14017,Botre Kecil,"",PAPUA,Kab. NABIRE,"",,"-2.885,134.855"
14254,Karmonsaren Oser,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2161111111111111,136.3188888888889"
14016,Bon,"",PAPUA,Kab. NABIRE,"",,"-2.990277777777778,134.85722222222222"
14358,Afyak Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6708333333333333,135.3752777777778"
14455,Kwairim,"",PAPUA,Kab. SUPIORI,"",,"-0.6263797222222223,135.37572222222224"
14361,Anyamdi Beba,"",PAPUA,Kab. SUPIORI,"",,"-0.8269444444444445,135.49444444444444"
14489,Nerimios,"",PAPUA,Kab. SUPIORI,"",,"-0.7308333333333333,135.76305555555555"
14396,Dosori Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.7135319444444445,135.7279875"
14161,Sayonufori,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.471388888888889,135.0077777777778"
14293,Pudwar Oser,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2172222222222224,136.32333333333332"
341,KOLEPON,"",PAPUA,Kab. MERAUKE,KIMAAM,,"-7.895833333333333,-137.63583333333335"
14078,Awenuaf,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9152777777777776,136.40805555555556"
14177,Wamori,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.9209105555555555,136.38199527777778"
14484,Mrap Beba Mios,"",PAPUA,Kab. SUPIORI,"",,"-0.6623369444444445,135.443405"
14479,Mgasai,"",PAPUA,Kab. SUPIORI,"",,"-0.7010019444444444,135.38475166666666"
14346,Yersun,"",PAPUA,Kab. SARMI,"",,"-2.1177977777777777,139.47617083333333"
14294,Pudwar Suru,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2172222222222224,136.3238888888889"
14274,Nggun Kior Mios,"",PAPUA,Kab. BIAK NUMFOR,"",,"-0.7866666666666666,135.93916666666667"
13990,Armu,"",PAPUA,Kab. JAYAPURA,"",,"-2.3152777777777778,140.11249999999998"
14373,Baramyasi,"",PAPUA,Kab. SUPIORI,"",,"-0.8180555555555555,135.4933333333333"
14253,Karboi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.1519444444444444,136.2836111111111"
14355,Somerwoo,"",PAPUA,Kab. ASMAT,"",,"-5.185277777777778,137.505"
14390,Bonsfori,"",PAPUA,Kab. SUPIORI,"",,"-0.8406152777777778,135.58950416666667"
14320,Wundi,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.2520583333333333,136.3745902777778"
14221,Bawe Beba,"",PAPUA,Kab. BIAK NUMFOR,"",,"-1.0127777777777778,134.9413888888889"
14057,Aibai,"",PAPUA,Kab. KEPULAUAN YAPEN,"",,"-1.5220105555555554,135.78640166666668"
