Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
8621,Sumbesumbenga Bahili,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.593333333333333,123.82444444444444"
8347,Mbangkele Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.90998,122.76104"
8665,Moheru Biccue,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"","","-2.9597222222222226,121.06388888888888"
8431,Buntuowaudu,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.218055555555556,122.81027777777777"
8688,Burung,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4852777777777777,122.32249999999999"
8496,Bangko Darat,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-5.1386111111111115,121.83388888888888"
8524,Anano Arumba Paa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.2988888888888885,124.29666666666667"
8470,Gala,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.133888888888889,122.81388888888888"
8378,Rukaru Besar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.91563,122.76204"
8262,Gala Kecil,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.887499999999999,122.29472222222222"
8714,Parindang Matotoroh,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.480277777777778,122.48611111111111"
8694,Karama,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.651388888888889,122.26083333333334"
8336,Maloang,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.658333333333334,122.3"
8267,Ghodo Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.904730000000001,122.75789"
8494,Bakaulestari,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-5.306666666666667,121.77194444444444"
8704,Mapara Tengnga,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4877777777777776,122.4175"
8592,Orudu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.476783888888889,123.7803888888889"
8703,Mapara Didikki,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4840594444444446,122.41435611111112"
8437,Kaofe Matagholeo,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.53,122.46805555555555"
8240,Bangkomalampe,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.692777777777778,122.35249999999999"
8278,Kalekalei Luar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.93626,122.7622"
8726,Tukohpadinding Kuitta,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4930083333333335,122.46673416666667"
8735,Limboa,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.772777777777778,123.07222222222222"
8646,Watuduabae Matahora,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.3,123.65138888888889"
8418,Wubanolaa Suana,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.906976666666667,122.76099722222222"
8478,Lara,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.1211111111111105,122.67083333333333"
8239,Bangko,"",SULAWESI TENGGARA,Kab. MUNA,"",4° 55' 25.000,""
8339,Masalokaan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.700081944444444,122.30448861111111"
8672,Ulusuo Loppoe,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"","","-2.9608333333333334,121.07055555555556"
8650,Watumolombu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.337777777777777,123.53694444444444"
8394,Teluktongkuno Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.97157,122.71984"
8255,Bonemewanta,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.898055555555555,122.77944444444444"
8300,Laiworu Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.96577,122.76379"
8234,Wawonni,"",SULAWESI TENGGARA,Kab. KONAWE,"","","-4.113888888888889,123.10222222222221"
8484,Pondiana,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.14138888888889,122.81138888888889"
8567,Langkelangkea,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5874999999999995,123.83583333333333"
8320,Lima Ise,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.892774722222222,122.77101"
8570,Lataru,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.464166666666667,123.77916666666667"
8512,Masaloka,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.823888888888889,122.12916666666666"
8627,Taparoo Liya,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.386111111111112,123.60388888888889"
8520,Akamate,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5472222222222225,123.86527777777778"
8682,Batumapara Toroh,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.490277777777778,122.41952416666668"
8408,Wakata Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.953483333333334,122.76155"
8719,Tukohkumbar,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.468888888888889,122.48833333333333"
8728,Tukohpote,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.485,122.46555555555555"
8605,Sahabi,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.541666666666667,123.86972222222222"
8637,Tutuko,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.354166666666666,123.53138888888888"
8387,Santigi,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.586666666666666,122.35"
8248,Belanbelan Besar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.697701944444445,122.38526083333333"
8508,Hantu,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-5.091666666666667,121.91250000000001"
8403,Wabanulakema,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.904540000000001,122.76339"
8511,Mangata,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.843055555555555,122.14250000000001"
8651,Watumorappa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.560402777777778,123.82968138888889"
8380,Sampalu Besar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.9287833333333335,122.75805555555556"
8401,Tobea Besar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.54,122.71000000000001"
8404,Wakata Barat,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.954183333333334,122.76116666666667"
8249,Belanbelan Kecil,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.716388888888889,122.4"
8581,Matahora,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.3058886111111105,123.64917861111111"
8576,Liambuta,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.547777777777777,123.86166666666666"
8333,Maghulo,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.906852222222223,122.76102333333333"
8447,Liwuto,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.320277777777777,122.52777777777777"
8355,Moteterano Timur,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.95295,122.76263333333333"
8477,Lalowatu,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.101336666666667,122.79536694444444"
8687,Belle Timur,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.493888888888889,122.48861111111111"
8718,Tukohkulai,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4944444444444445,122.4786111111111"
8492,Wawosunggu,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.126388888888888,122.72583333333334"
8449,Liwutoarate,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.269444444444445,122.69833333333334"
8596,Ponda Nua,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.296703055555556,123.64998222222223"
8363,Napabale Tengah,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.904444444444445,122.77008333333333"
8227,Padamarang,"",SULAWESI TENGGARA,Kab. KOLAKA,"","","-4.131204166666667,121.41777777777779"
8397,Teluktongkuno Utara Dalam,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.969166666666667,122.72083333333333"
8686,Belle Barat,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.493055555555556,122.48805555555556"
8683,Batumatotoroh,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.5033333333333334,122.42861111111111"
8538,Hoga,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.466388611111111,123.77140388888888"
8635,Tonuatolo,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5472222222222225,123.87833333333333"
8246,Batumandera Barat,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.921466666666667,122.76308333333333"
8327,Liwotobari,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.905530000000001,122.75984"
8537,Hetarusaa ,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.565277777777777,123.82722222222222"
8414,Wasulewe,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.902500000000001,122.76944444444445"
8743,Witaitonga,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.849287222222222,123.11298027777777"
8307,Laowakainseghonu,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.927222222222222,122.81957222222222"
8643,Waode Timu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.3852777777777785,123.58361111111111"
8561,Lakurua,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.386666666666667,123.61583333333333"
8218,Bubulan,"",SULAWESI TENGGARA,Kab. KOLAKA,"","","-4.103333333333333,121.38222222222221"
8219,Ijo,"",SULAWESI TENGGARA,Kab. KOLAKA,"","","-4.083611111111111,121.40944444444445"
8553,Koropunda,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.477222222222222,123.77833333333334"
8713,Parindang Matetepi,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.481388888888889,122.48611111111111"
8624,Tadulandolo,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5488888888888885,123.865"
8736,Lindaka,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.850308888888889,123.11232694444443"
8259,Djongkere ,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.92684,122.76505"
8456,Nambo Kidi,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.41,122.6"
8268,Ghodo Tengah,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.90406,122.75752"
8321,Lima Pa,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.8943825,122.7724688888889"
8367,Pasimadiki,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.846111111111111,122.22194444444445"
8384,Sanggaleang,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.639849444444444,122.3303661111111"
8724,Tukohpadinding Karama,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.493055555555556,122.46638888888889"
8611,Sampua Tooge Assa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.591111111111111,123.82416666666666"
8352,Moteterano Barat,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.952500000000001,122.76222222222222"
8628,Taparoo Nua,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.303186666666666,123.64959111111112"
8473,Kapal Tengah,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.129317222222221,122.88944555555557"
8734,Lemolemo,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.9275,122.75638888888889"
8700,Lohomalalan Selatan,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.506140277777778,122.44929777777779"
8486,Watulumango Tengah,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.2263625000000005,122.90416194444445"
8648,Watuhari,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.498055555555555,123.75916666666667"
8608,Sampua Bahili Dua,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.592499999999999,123.82472222222222"
8706,Matitingnga,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.5016666666666665,122.42694444444444"
8521,Amasita,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5441666666666665,123.87305555555555"
8233,Saponda Laut,"",SULAWESI TENGGARA,Kab. KONAWE,"","","-3.8787066666666665,122.81916111111111"
8451,Maobu,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.315277777777777,122.39750000000001"
8298,Laiworu Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.97183,122.76073"
8620,Sumanga,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.389195000000001,123.63604916666668"
8616,Sapati,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.595,123.82416666666666"
8231,Dangedangea,"",SULAWESI TENGGARA,Kab. KONAWE,"","","-3.940277777777778,122.66000000000001"
8727,Tukohpadinding Kulelo,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.493055555555556,122.46527777777779"
8594,Pande Bangka,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.465,123.78083333333333"
8335,Maloang Kecil,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.665277777777778,122.30555555555556"
8295,Labokeo,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.926533333333333,122.75656666666667"
8586,Ndaa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.655947500000001,124.04373638888889"
8613,Sampua Tooge Ganna,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.589444444444444,123.82472222222222"
8590,Onemeha,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.333611111111111,124.3461111111111"
8664,Makalibuara,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"","","-2.981388888888889,121.06361111111111"
8652,Watupobode,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.498308333333333,123.75638888888889"
8480,Moramo,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.123055555555555,122.66722222222222"
8469,Cempedak Bawah,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.152777777777779,122.89833333333334"
8501,Canggoreng,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.795833333333333,122.15805555555556"
8270,Ghoghombio Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.97018,122.75705"
8440,Kontumondawu,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.383611111111112,122.39361111111111"
8723,Tukohpadinding Basah,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4912430555555556,122.46553833333334"
8708,Mauang Dikki,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4883333333333333,122.46305555555556"
8407,Wakata Timur,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.9543333333333335,122.75835"
8661,Wurake,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.459444444444444,123.76916666666666"
8489,Watundoluboto,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.2464055555555555,122.90769694444445"
8610,Sampua Taurengka,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.576111111111111,123.82555555555555"
8547,Kawoiwoi,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.479444444444445,123.78444444444445"
8277,Kabenta,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.95432,122.76166"
8291,Kolowa Timur,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.949133333333333,122.7596"
8622,Sumbesumbenga Tooge,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5938888888888885,123.82388888888889"
8741,Wacuea Waodeburi,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.666666666666667,123.18194444444445"
8304,Lambubangkai,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.91153,122.76269"
8356,Moteterano Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.950555555555556,122.76194444444444"
8679,Batumapara Madakka,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.492777777777778,122.42111111111112"
8689,Gumbar,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.4972222222222222,122.42416666666666"
8411,Wapuane Dalam,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.901944444444445,122.76944444444445"
8254,Bero,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.578611111111111,122.29944444444445"
8311,Latoa,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.65,122.35249999999999"
8436,Kaofe Kansopa,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.53,122.47"
8670,Tangguro,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"","","-2.9594444444444448,121.07083333333333"
8266,Ghodo Luar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.904,122.75708333333333"
8546,Kaukomba,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.590277777777778,123.82777777777777"
8674,Watumoheru,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"","","-2.959995277777778,121.06387833333334"
8303,Lamanukia Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.885,122.74472222222222"
8243,Barigau Tengah,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.888716666666666,122.75768333333333"
8366,Pasikuta,"",SULAWESI TENGGARA,Kab. MUNA,"","","-5.0216666666666665,122.27055555555556"
8393,Teluktongkuno Barat,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.97082,122.71942"
8569,Lasalahi,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.458333333333334,123.77388888888889"
8563,Lamalu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.358055555555556,123.53777777777778"
8701,Lohomalalan Timur,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.505928888888889,122.45176861111112"
8340,Mataghontoghe Barat,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.94665,122.76046666666667"
8737,Ocintonga,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.641666666666667,123.19861111111112"
8391,Tampunomeleura,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.929866666666667,122.76451666666667"
8491,Wawosunggu Kecil,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.123055555555555,122.72583333333334"
8285,Kayuangin Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.637856944444444,122.39296027777779"
8733,Labuanbelanda,"",SULAWESI TENGGARA,Kab. BUTON UTARA,"","","-4.432777777777778,122.9413888888889"
8372,Ransaweta,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.714722222222222,122.46583333333334"
8626,Taintaia,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.3875,123.60666666666665"
8361,Nanasi Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.935833333333334,122.7611111111111"
8571,Latimbe,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.461111111111111,123.77722222222222"
8463,Wadinangamanu,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.315833333333333,122.41972222222223"
8410,Wansaringan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.6725,122.42444444444445"
8658,Watutonga,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.531944444444444,123.865"
8645,Watudodua,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.47,123.69"
8523,Anano Arumba Dua,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.299722222222222,124.2975"
8663,Kobolehano,"",SULAWESI TENGGARA,Kab. KOLAKA UTARA,"","","-2.957777777777778,121.07055555555556"
8252,Bembulo Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.914210000000001,122.76153"
8398,Teluktongkuno Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.968888888888889,122.72166666666666"
8572,Laundu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.474203055555556,123.77823166666667"
8272,Ghole,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.569722222222222,122.70277777777778"
8222,Lambasina Besar,"",SULAWESI TENGGARA,Kab. KOLAKA,"","","-4.093055555555555,121.36777777777777"
8457,Nambonambo,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.4094444444444445,122.60277777777777"
8642,Wangkudu Nua,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.365277777777777,123.53861111111111"
8698,Lambase,"",SULAWESI TENGGARA,Kab. KONAWE UTARA,"","","-3.5594444444444444,122.28138888888888"
8389,Taboang,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.871666666666667,122.24892055555556"
8438,Kokoe,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.487777777777778,121.93944444444445"
8497,Bangko Laut,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-5.1450000000000005,121.81916666666666"
8471,Hari ,"",SULAWESI TENGGARA,Kab. KONAWE SELATAN,"","","-4.0377777777777775,122.7775"
8341,Mataghontoghe Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.94585,122.76135"
8441,La Banua,"",SULAWESI TENGGARA,Kab. BUTON,"","","-5.3180555555555555,122.42527777777778"
8370,Puning,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.909866666666667,122.75983333333333"
8253,Bembulo Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.91293,122.76058"
8331,Liwuwandala Sedang,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.902500000000001,122.76206666666667"
8353,Moteterano Selatan,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.950833333333334,122.76194444444444"
8542,Kaledupa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.525555555555555,123.75916666666667"
8510,Malangke,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.8133333333333335,122.14972222222222"
8566,Lamisa,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.458611111111111,123.77388888888889"
8598,Pugekabali Tooge,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.572979444444444,123.88105222222221"
8257,Bontubontu Timur,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.600597777777778,122.7239788888889"
8385,Sangiaburi,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.9301200000000005,122.76485"
8623,Tadulanahu,"",SULAWESI TENGGARA,Kab. WAKATOBI,"","","-5.5487525,123.86961166666666"
8312,Lawulandi Besar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.900555555555556,122.76777777777778"
8518,Tambako,"",SULAWESI TENGGARA,Kab. BOMBANA,"","","-4.886666666666666,122.05055555555555"
8288,Kodadarano Timur,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.885277777777778,122.7575"
8250,Bembulo Besar,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.9129000000000005,122.7602"
8326,Limamadawa Utara,"",SULAWESI TENGGARA,Kab. MUNA,"","","-4.96556,122.73234000000001"
