Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal
7025,Sombori,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-3.283611111111111,122.42666666666668"
7410,Angkayo,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.2822222222222222,122.01333333333334"
7446,Batulumun,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.22234944444444446,122.208225"
7353,Tolobundu,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-1.6263888888888889,123.21027777777778"
7764,Ringgi,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.4305555555555556,122.08555555555554"
7382,Bulangka,"",SULAWESI TENGAH,Kab. PARIGI MOUTONG,"","","0.30777777777777776,121.25666666666666"
6924,Dua Laut,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-3.2880555555555553,122.54777777777778"
7226,Mbokilibesar,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-1.4205555555555556,123.28916666666666"
7440,Batudaka,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.47194444444444444,121.78611111111111"
7835,Tjo,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.26193,122.1465225"
7406,Anempodi Besar,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.3505555555555555,121.83361111111111"
7683,Mmbo Tedu,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.4286111111111111,122.075"
7730,Pasambo,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.3463616666666666,121.85699222222222"
7881,Yambe,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.49832055555555554,121.74198694444445"
7521,Fatunakarui,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.3466666666666666,121.8625"
7560,Kalalung,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.4352505555555556,121.78896583333334"
7128,Bunginmangasa,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-1.9319730555555554,123.70219027777777"
7424,Bambu Kecil ,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.5138888888888888,121.87138888888889"
7257,Pedal,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-1.7208333333333334,123.37222222222222"
7284,Sali Togong,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-2.0102777777777776,123.85194444444444"
6798,Lewuto Kido,"",SULAWESI TENGAH,Kab. DONGGALA,"","","-0.6980555555555555,119.76333333333334"
7120,Botumbak Pauno,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-1.3275,123.20666666666666"
7507,Dua Dua,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.8852777777777777,121.66416666666667"
7168,Kokuni,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-1.4958333333333333,122.82305555555556"
6941,Keebuaya,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-3.131666666666667,122.61500277777778"
6742,Apitan,"",SULAWESI TENGAH,Kab. BANGGAI,"","","-0.8186111111111111,123.45111111111112"
6968,Lukotuo,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-3.2741666666666664,122.39972222222222"
7171,Kramat,"",SULAWESI TENGAH,Kab. BANGGAI KEPULAUAN,"","","-2.143611111111111,123.65666666666667"
7717,Palala Dua,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.5175000000000001,121.91722222222222"
6944,Koikoila,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-3.484166666666667,122.90972222222223"
7728,Papan,"",SULAWESI TENGAH,Kab. TOJO UNA-UNA,"","","-0.26,122.09416666666667"
6754,Giolan,"",SULAWESI TENGAH,Kab. BANGGAI,"","","-0.5061111111111111,122.64777777777779"
6891,Balasika Selatan,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-1.9058333333333333,121.44472222222223"
6877,Raja,"",SULAWESI TENGAH,Kab. BUOL,"","","1.1208333333333333,121.83888888888889"
6908,Boe,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-3.3049999999999997,122.39111111111112"
6993,Padopado,"",SULAWESI TENGAH,Kab. MOROWALI,"","","-3.0105555555555554,122.33777777777777"
