Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
2294,Karangpering,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.677222222222222,108.16833333333334",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2294
1915,Kayuanak Selatan,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.7930555555555554,105.81027777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1915
2136,Batubangali,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5541666666666667,105.60249999999999",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2136
2061,Batutambun,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.890833333333333,107.08777777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2061
1990,Kerengan Gede,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-3.2505555555555556,107.7625",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1990
2214,Semumbung,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-2.1275,105.63527777777779",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2214
1916,Kayuanak Utara,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.7913888888888887,105.80888888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1916
2295,Karangpesambung  Timur,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.72,108.40972222222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2295
1991,Kerengan Kecik,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-3.24802,107.75472222222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1991
2137,Batubawok,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5805555555555555,105.62916666666666",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2137
2062,Batutanjung,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-3.008611111111111,106.44277777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2062
2215,Tanuna,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5997222222222223,105.42777777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2215
1917,Kecil,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-2.2108333333333334,105.77916666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1917
1992,Kerenggan,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-3.01108,107.50472222222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1992
2063,Bayan,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.9025,106.76888888888888",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2063
2138,Batubedaun,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5719444444444444,105.61277777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2138
2216,Tenung,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.6413888888888888,105.36861111111111",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2216
2296,Karangpesambung Selatan,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.7255819444444445,108.41366861111112",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2296
1918,Keleang,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.8086111111111112,105.81555555555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1918
1993,Kimar,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.96449,107.22808",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1993
2064,Besar,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.8777777777777778,106.14222222222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2064
2297,Karangpesambung Utara,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.717777777777778,108.40722222222223",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2297
2139,Batubelacan,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5800122222222222,105.61777777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2139
2217,Timah,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5286897222222222,105.56339583333333",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2217
1919,Malangtunggal,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.5822222222222222,105.71722222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1919
2140,Batubelembang,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.6375,105.69861111111112",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2140
2065,Bidadari,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.9713172222222224,106.69912027777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2065
2298,Karangraya,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.5908333333333333,108.73416666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2298
2219,Aer,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.227777777777778,108.30555555555556",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2219
1994,Klirim,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.9548900000000002,107.41472222222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1994
1920,Malangtut,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.9213888888888888,106.17444444444445",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1920
2141,Batubelilik,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-2.1197222222222223,105.64861111111112",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2141
2066,Burung,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.8930555555555557,106.73361111111112",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2066
2220,Aikdarat,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.190833333333333,108.18277777777779",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2220
1995,Kuale,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"","","-2.57007,107.90777777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1995
2299,Karangsiadung,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.7980555555555555,108.41027777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2299
2142,Batubelunjung,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.6105555555555557,105.62277777777777",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2142
1921,Medang,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-2.2324947222222224,105.76055722222222",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1921
2221,Airmasin,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-3.250277777777778,108.38305555555554",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2221
1996,Kuil,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,"",2° 59' 4.000,"",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1996
2067,Celagen,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA SELATAN,"","","-2.8730555555555557,107.01527777777778",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2067
891,Gersik,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG,Selat Nasik,"","-3.0005555555555556,107.27135",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/891
2143,Batubenting,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA BARAT,"","","-1.5772222222222223,105.63777777777779",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2143
1922,Mengkubung,"",KEPULAUAN BANGKA BELITUNG,Kab. BANGKA,"","","-1.6833333333333333,105.7363888888889",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1922
2300,Karangtambang,"",KEPULAUAN BANGKA BELITUNG,Kab. BELITUNG TIMUR,"","","-2.6858333333333335,108.20055555555555",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/2300
