Island number,Island name,Other Names,Province,Kabupaten,Kecamatan,Coordinate Degree,Coordinate Decimal,PPK URL
1855,Batusuluh Lunik,"",LAMPUNG,Kab. PESAWARAN,"","","-5.73025,105.23912",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1855
1779,Seram,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.74086,105.81007",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1779
366,Balak,"",LAMPUNG,Kab. PESAWARAN,"","","",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/366
1856,Dua Balak,"",LAMPUNG,Kab. PESAWARAN,"","","-5.834444444444444,105.23416666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1856
1780,Seramningi,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.74337,105.80518",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1780
1857,Dua Lunik,"",LAMPUNG,Kab. PESAWARAN,"","","-5.8368199999999995,105.23416666666667",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1857
1781,Sertung,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-6.091469999999999,105.38176",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1781
1858,Gaitan,"",LAMPUNG,Kab. PESAWARAN,"","","-5.836609999999999,105.29015",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1858
1782,Setigabuntut,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.81448,105.54276",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1782
1859,Kelagian Lunik,"",LAMPUNG,Kab. PESAWARAN,"","","-5.64415,105.23268",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1859
1783,Setigaheni,"",LAMPUNG,Kab. LAMPUNG SELATAN,"","","-5.81935,105.54899",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1783
1860,Kelagian,"",LAMPUNG,Kab. PESAWARAN,"","","-5.6302900000000005,105.22474",http://www.ppk-kp3k.kkp.go.id/direktori-pulau/index.php/public_c/pulau_info/1860
